KeyParamGroup	EntitySet	ParamGroup	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	EntitySetCount	FlipAngle	HasFieldmap	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelAcquisitionTechnique	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	SliceEncodingDirection	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3	FilePath
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-73685018/sub-73685018/ses-0/anat/sub-73685018_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-73685018/sub-73685018/ses-1/anat/sub-73685018_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-73957787/sub-73957787/ses-2/anat/sub-73957787_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-73957787/sub-73957787/ses-3/anat/sub-73957787_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-74343949/sub-74343949/ses-0/anat/sub-74343949_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-74536966/sub-74536966/ses-0/anat/sub-74536966_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72547077/sub-72547077/ses-0/anat/sub-72547077_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72347501/sub-72347501/ses-5/anat/sub-72347501_ses-5_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-79742340/sub-79742340/ses-2/anat/sub-79742340_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-71952642/sub-71952642/ses-4/anat/sub-71952642_ses-4_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-71438987/sub-71438987/ses-0/anat/sub-71438987_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-71438987/sub-71438987/ses-1/anat/sub-71438987_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-71537723/sub-71537723/ses-2/anat/sub-71537723_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-71598000/sub-71598000/ses-0/anat/sub-71598000_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-71598000/sub-71598000/ses-1/anat/sub-71598000_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-71952642/sub-71952642/ses-3/anat/sub-71952642_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72026185/sub-72026185/ses-2/anat/sub-72026185_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72347501/sub-72347501/ses-4/anat/sub-72347501_ses-4_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72026185/sub-72026185/ses-3/anat/sub-72026185_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72128082/sub-72128082/ses-0/anat/sub-72128082_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72152564/sub-72152564/ses-2/anat/sub-72152564_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72276737/sub-72276737/ses-4/anat/sub-72276737_ses-4_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72276737/sub-72276737/ses-5/anat/sub-72276737_ses-5_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-72277580/sub-72277580/ses-1/anat/sub-72277580_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-74536966/sub-74536966/ses-1/anat/sub-74536966_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75001294/sub-75001294/ses-1/anat/sub-75001294_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75124326/sub-75124326/ses-0/anat/sub-75124326_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78315445/sub-78315445/ses-0/anat/sub-78315445_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-77379437/sub-77379437/ses-0/anat/sub-77379437_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-77678875/sub-77678875/ses-0/anat/sub-77678875_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-77689940/sub-77689940/ses-4/anat/sub-77689940_ses-4_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-77716758/sub-77716758/ses-4/anat/sub-77716758_ses-4_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78010047/sub-78010047/ses-3/anat/sub-78010047_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78300592/sub-78300592/ses-0/anat/sub-78300592_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78657384/sub-78657384/ses-2/anat/sub-78657384_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75124326/sub-75124326/ses-1/anat/sub-75124326_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78657384/sub-78657384/ses-3/anat/sub-78657384_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78707509/sub-78707509/ses-2/anat/sub-78707509_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78916544/sub-78916544/ses-0/anat/sub-78916544_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78916544/sub-78916544/ses-1/anat/sub-78916544_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-78916544/sub-78916544/ses-2/anat/sub-78916544_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-79576932/sub-79576932/ses-1/anat/sub-79576932_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-77333587/sub-77333587/ses-3/anat/sub-77333587_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-77273914/sub-77273914/ses-5/anat/sub-77273914_ses-5_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-77273914/sub-77273914/ses-4/anat/sub-77273914_ses-4_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-76731441/sub-76731441/ses-1/anat/sub-76731441_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-76650481/sub-76650481/ses-0/anat/sub-76650481_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-76621666/sub-76621666/ses-2/anat/sub-76621666_ses-2_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-76368754/sub-76368754/ses-0/anat/sub-76368754_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-76184882/sub-76184882/ses-1/anat/sub-76184882_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-76184882/sub-76184882/ses-0/anat/sub-76184882_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-76152744/sub-76152744/ses-0/anat/sub-76152744_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75951655/sub-75951655/ses-0/anat/sub-75951655_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75862393/sub-75862393/ses-1/anat/sub-75862393_ses-1_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75862393/sub-75862393/ses-0/anat/sub-75862393_ses-0_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75359253/sub-75359253/ses-3/anat/sub-75359253_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75262623/sub-75262623/ses-4/anat/sub-75262623_ses-4_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w__1	acquisition-20160627t1mprnssagpat2iso_datatype-anat_suffix-T1w	1	562	176	256	256	0.00298		624	9.0	False	anat		0	1.0	True		2.0	1.0		2.3			False	1.0	1.0	1.0	/sub-75262623/sub-75262623/ses-3/anat/sub-75262623_ses-3_acq-20160627t1mprnssagpat2iso_T1w.nii.gz
